% Semenov iron-poor silicate model
%                    rho = 10^-16.1              rho = 10^-12.5 
%     T         Planck avg   Rosseland avg    Planck        Rosseland
    694.9816    0.108776E+02  0.831101E+01   0.108776E+02    0.831101E+01
    699.7990    0.108341E+02  0.829629E+01   0.108341E+02    0.829629E+01
    704.6497    0.107909E+02  0.828181E+01   0.107909E+02    0.828181E+01
    709.5340    0.107481E+02  0.826759E+01   0.107481E+02    0.826759E+01
    714.4522    0.107056E+02  0.825361E+01   0.107056E+02    0.825361E+01
    719.4044    0.106635E+02  0.823988E+01   0.106635E+02    0.823988E+01
    724.3910    0.106218E+02  0.822641E+01   0.106218E+02    0.822641E+01
    729.4122    0.105804E+02  0.821319E+01   0.105804E+02    0.821319E+01
    734.4682    0.105394E+02  0.820022E+01   0.105394E+02    0.820022E+01
    739.5592    0.104988E+02  0.818752E+01   0.104988E+02    0.818752E+01
    744.6855    0.104585E+02  0.817506E+01   0.104585E+02    0.817506E+01
    749.8473    0.104186E+02  0.816287E+01   0.104186E+02    0.816287E+01
    755.0450    0.103791E+02  0.815094E+01   0.103791E+02    0.815094E+01
    760.2786    0.103399E+02  0.813927E+01   0.103399E+02    0.813927E+01
    765.5485    0.103012E+02  0.812786E+01   0.103012E+02    0.812786E+01
    770.8550    0.102628E+02  0.811672E+01   0.102628E+02    0.811672E+01
    776.1982    0.102248E+02  0.810583E+01   0.102248E+02    0.810583E+01
    781.5785    0.101873E+02  0.809522E+01   0.101873E+02    0.809522E+01
    786.9960    0.101501E+02  0.808487E+01   0.101501E+02    0.808487E+01
    792.4512    0.101133E+02  0.807478E+01   0.101133E+02    0.807478E+01
    797.9441    0.100769E+02  0.806497E+01   0.100769E+02    0.806497E+01
    803.4751    0.100491E+02  0.805542E+01   0.100409E+02    0.805542E+01
    809.0444    0.100204E+02  0.804614E+01   0.100053E+02    0.804614E+01
    814.6524    0.995381E+01  0.803713E+01   0.997012E+01    0.803713E+01
    820.2992    0.984905E+01  0.802839E+01   0.993535E+01    0.802839E+01
    825.9852    0.970617E+01  0.801992E+01   0.990099E+01    0.801992E+01
    831.7105    0.952555E+01  0.801173E+01   0.986704E+01    0.801173E+01
    837.4756    0.930787E+01  0.800380E+01   0.983351E+01    0.800380E+01
    843.2806    0.905420E+01  0.799614E+01   0.980039E+01    0.799614E+01
    849.1259    0.876593E+01  0.798876E+01   0.976769E+01    0.798876E+01
    855.0116    0.844483E+01  0.798165E+01   0.973541E+01    0.798165E+01
    860.9382    0.809300E+01  0.797481E+01   0.970355E+01    0.797481E+01
    866.9059    0.771292E+01  0.796765E+01   0.967211E+01    0.796825E+01
    872.9149    0.730740E+01  0.793421E+01   0.964110E+01    0.796195E+01
    878.9656    0.687961E+01  0.786503E+01   0.961051E+01    0.795593E+01
    885.0582    0.643301E+01  0.775998E+01   0.958035E+01    0.795019E+01
    891.1930    0.597139E+01  0.761931E+01   0.955061E+01    0.794471E+01
    897.3704    0.549881E+01  0.744359E+01   0.952131E+01    0.793951E+01
    903.5906    0.501957E+01  0.723379E+01   0.949243E+01    0.793458E+01
    909.8539    0.453820E+01  0.699123E+01   0.946399E+01    0.792992E+01
    916.1606    0.405941E+01  0.671763E+01   0.943597E+01    0.792553E+01
    922.5110    0.358804E+01  0.641506E+01   0.940839E+01    0.792142E+01
    928.9054    0.312902E+01  0.608600E+01   0.938124E+01    0.791758E+01
    935.3442    0.268734E+01  0.573328E+01   0.935453E+01    0.791400E+01
    941.8276    0.226796E+01  0.536007E+01   0.932825E+01    0.791070E+01
    948.3560    0.187577E+01  0.496989E+01   0.930240E+01    0.790767E+01
    954.9296    0.151556E+01  0.456657E+01   0.927698E+01    0.790491E+01
    961.5487    0.119189E+01  0.415420E+01   0.925200E+01    0.790241E+01
    968.2138    0.909093E+00  0.373715E+01   0.922746E+01    0.790018E+01
    974.9250    0.671183E+00  0.331997E+01   0.920678E+01    0.789590E+01
    981.6828    0.481789E+00  0.290738E+01   0.917304E+01    0.785732E+01
    988.4874    0.344097E+00  0.250420E+01   0.908891E+01    0.777403E+01
    995.3391    0.260788E+00  0.211532E+01   0.895430E+01    0.764606E+01
   1002.2384    0.234052E+00  0.174563E+01   0.876976E+01    0.747398E+01
   1009.1855    0.237142E+00  0.139994E+01   0.853644E+01    0.725893E+01
   1016.1807    0.240295E+00  0.108294E+01   0.825615E+01    0.700263E+01
   1023.2244    0.243513E+00  0.799132E+00   0.793134E+01    0.670734E+01
   1030.3170    0.246796E+00  0.552737E+00   0.756515E+01    0.637594E+01
   1037.4587    0.250235E+00  0.347648E+00   0.716132E+01    0.601186E+01
   1044.6499    0.253915E+00  0.187355E+00   0.672423E+01    0.561907E+01
   1051.8910    0.257676E+00  0.748719E-01   0.625887E+01    0.520207E+01
   1059.1822    0.261519E+00  0.126784E-01   0.577076E+01    0.476584E+01
   1066.5240    0.265446E+00  0.987193E-04   0.526594E+01    0.431580E+01
   1073.9167    0.269460E+00  0.112218E-03   0.475088E+01    0.385773E+01
   1081.3606    0.273478E+00  0.127321E-03   0.423243E+01    0.339775E+01
   1088.8562    0.277086E+00  0.142307E-03   0.371772E+01    0.294222E+01
   1096.4036    0.280767E+00  0.159179E-03   0.321408E+01    0.249764E+01
   1104.0034    0.284524E+00  0.178191E-03   0.272893E+01    0.207058E+01
   1111.6559    0.288357E+00  0.199629E-03   0.226969E+01    0.166761E+01
   1119.3614    0.292269E+00  0.223822E-03   0.184363E+01    0.129514E+01
   1127.1204    0.296262E+00  0.251147E-03   0.145780E+01    0.959336E+00
   1134.9331    0.299719E+00  0.276638E-03   0.111885E+01    0.666046E+00
   1142.7999    0.303212E+00  0.304643E-03   0.832934E+00    0.420638E+00
   1150.7213    0.306769E+00  0.335707E-03   0.605608E+00    0.227918E+00
   1158.6976    0.310394E+00  0.370188E-03   0.441664E+00    0.920152E-01
   1166.7292    0.314087E+00  0.408487E-03   0.345038E+00    0.162821E-01
   1174.8165    0.317850E+00  0.451056E-03   0.318608E+00    0.447503E-03
   1182.9598    0.320053E+00  0.491195E-03   0.322417E+00    0.487651E-03
   1191.1596    0.321766E+00  0.532749E-03   0.326194E+00    0.529297E-03
   1199.4162    0.323500E+00  0.578144E-03   0.330042E+00    0.574826E-03
   1207.7300    0.325256E+00  0.627762E-03   0.333962E+00    0.624629E-03
   1216.1015    0.327033E+00  0.682029E-03   0.337957E+00    0.679137E-03
   1224.5310    0.328833E+00  0.741412E-03   0.342027E+00    0.738830E-03
   1233.0189    0.319101E+00  0.798663E-03   0.345939E+00    0.796905E-03
   1241.5656    0.301144E+00  0.854324E-03   0.349738E+00    0.853887E-03
   1250.1716    0.284085E+00  0.914290E-03   0.353605E+00    0.915383E-03
   1258.8373    0.267883E+00  0.978926E-03   0.357542E+00    0.981780E-03
   1267.5630    0.252502E+00  0.104863E-02   0.361551E+00    0.105351E-02
   1276.3492    0.237907E+00  0.112383E-02   0.365633E+00    0.113102E-02
   1285.1963    0.211118E+00  0.119662E-02   0.369492E+00    0.120909E-02
   1294.1047    0.168973E+00  0.125949E-02   0.372901E+00    0.128261E-02
   1303.0749    0.135033E+00  0.132612E-02   0.376365E+00    0.136117E-02
   1312.1073    0.107742E+00  0.139679E-02   0.379886E+00    0.144513E-02
   1321.2022    0.858328E-01  0.147174E-02   0.383465E+00    0.153491E-02
   1330.3602    0.682710E-01  0.155128E-02   0.387103E+00    0.163095E-02
   1339.5817    0.562852E-01  0.162050E-02   0.390652E+00    0.173077E-02
   1348.8671    0.555230E-01  0.161859E-02   0.393541E+00    0.182240E-02
   1358.2169    0.547660E-01  0.161667E-02   0.396471E+00    0.191956E-02
   1367.6314    0.540141E-01  0.161475E-02   0.399444E+00    0.202263E-02
   1377.1113    0.532675E-01  0.161281E-02   0.402460E+00    0.213200E-02
   1386.6568    0.525261E-01  0.161086E-02   0.405519E+00    0.224812E-02
   1396.2685    0.517900E-01  0.160890E-02   0.408624E+00    0.237142E-02
   1405.9468    0.518557E-01  0.133487E-02   0.410993E+00    0.248350E-02
   1415.6923    0.519408E-01  0.110125E-02   0.413373E+00    0.260125E-02
   1425.5052    0.520267E-01  0.907302E-03   0.415784E+00    0.272545E-02
   1435.3862    0.521133E-01  0.746511E-03   0.418226E+00    0.285650E-02
   1445.3357    0.522007E-01  0.613385E-03   0.420700E+00    0.299483E-02
   1455.3541    0.522888E-01  0.503314E-03   0.423205E+00    0.314089E-02
   1465.4420    0.523562E-01  0.376097E-03   0.425188E+00    0.327830E-02
   1475.5998    0.524181E-01  0.273314E-03   0.427038E+00    0.341782E-02
   1485.8281    0.524805E-01  0.198182E-03   0.428909E+00    0.356430E-02
   1496.1272    0.525434E-01  0.143383E-03   0.430802E+00    0.371814E-02
   1506.4977    0.526068E-01  0.103504E-03   0.432716E+00    0.387976E-02
   1516.9401    0.526708E-01  0.745481E-04   0.434652E+00    0.404960E-02
   1527.4548    0.525685E-01  0.564142E-04   0.436076E+00    0.421194E-02
   1538.0425    0.523482E-01  0.441976E-04   0.437136E+00    0.437012E-02
   1548.7036    0.521273E-01  0.345680E-04   0.438207E+00    0.453539E-02
   1559.4385    0.519058E-01  0.269904E-04   0.439287E+00    0.470812E-02
   1570.2479    0.516837E-01  0.210378E-04   0.440377E+00    0.488870E-02
   1581.1321    0.514611E-01  0.163697E-04   0.441478E+00    0.507753E-02
   1592.0919    0.512364E-01  0.135058E-04   0.441448E+00    0.525453E-02
   1603.1276    0.510091E-01  0.122292E-04   0.439639E+00    0.540594E-02
   1614.2397    0.507812E-01  0.110657E-04   0.437824E+00    0.556281E-02
   1625.4290    0.505528E-01  0.100059E-04   0.436005E+00    0.572536E-02
   1636.6957    0.503238E-01  0.904133E-05   0.434181E+00    0.589385E-02
   1648.0406    0.500943E-01  0.816399E-05   0.432351E+00    0.606851E-02
   1659.4641    0.498634E-01  0.750336E-05   0.428492E+00    0.621626E-02
   1670.9668    0.496289E-01  0.743784E-05   0.416425E+00    0.622910E-02
   1682.5492    0.493939E-01  0.737243E-05   0.404619E+00    0.624206E-02
   1694.2119    0.491584E-01  0.730716E-05   0.393068E+00    0.625513E-02
   1705.9555    0.489224E-01  0.724202E-05   0.381771E+00    0.626832E-02
   1717.7804    0.486859E-01  0.717701E-05   0.370724E+00    0.628163E-02
   1729.6873    0.484489E-01  0.711215E-05   0.359923E+00    0.629506E-02
   1741.6768    0.473304E-01  0.716805E-05   0.326242E+00    0.581048E-02
   1753.7493    0.462301E-01  0.722481E-05   0.295507E+00    0.536013E-02
   1765.9055    0.451480E-01  0.728241E-05   0.267484E+00    0.494192E-02
   1778.1460    0.440840E-01  0.734088E-05   0.241952E+00    0.455377E-02
   1790.4714    0.430379E-01  0.740023E-05   0.218704E+00    0.419373E-02
   1802.8822    0.420097E-01  0.746048E-05   0.197552E+00    0.385995E-02
   1815.3790    0.403921E-01  0.753509E-05   0.175847E+00    0.325865E-02
   1827.9624    0.386851E-01  0.761429E-05   0.155869E+00    0.269083E-02
   1840.6330    0.370391E-01  0.769489E-05   0.138045E+00    0.221901E-02
   1853.3915    0.354525E-01  0.777690E-05   0.122156E+00    0.182748E-02
   1866.2384    0.339236E-01  0.786037E-05   0.108004E+00    0.150300E-02
   1879.1744    0.324507E-01  0.794532E-05   0.954109E-01    0.123447E-02
   1892.2000    0.317783E-01  0.811929E-05   0.891808E-01    0.991089E-03
   1905.3159    0.315957E-01  0.835652E-05   0.864559E-01    0.783595E-03
   1918.5227    0.314130E-01  0.860239E-05   0.837962E-01    0.618533E-03
   1931.8211    0.312301E-01  0.885728E-05   0.812007E-01    0.487442E-03
   1945.2116    0.310470E-01  0.912157E-05   0.786684E-01    0.383500E-03
   1958.6950    0.308637E-01  0.939566E-05   0.761984E-01    0.301221E-03
   1972.2718    0.308473E-01  0.977800E-05   0.743700E-01    0.238792E-03
   1985.9428    0.310703E-01  0.103259E-04   0.733880E-01    0.191960E-03
   1999.7085    0.312965E-01  0.109087E-04   0.724123E-01    0.154080E-03
   2013.5696    0.315260E-01  0.115287E-04   0.714429E-01    0.123486E-03
   2027.5268    0.317587E-01  0.121886E-04   0.704799E-01    0.988153E-04
   2041.5807    0.319948E-01  0.128912E-04   0.695234E-01    0.789513E-04
   2055.7321    0.322332E-01  0.136668E-04   0.683520E-01    0.640406E-04
   2069.9815    0.324712E-01  0.145986E-04   0.664146E-01    0.550786E-04
   2084.3298    0.327126E-01  0.156010E-04   0.645193E-01    0.473213E-04
   2098.7774    0.329574E-01  0.166800E-04   0.626654E-01    0.406138E-04
   2113.3252    0.332058E-01  0.178419E-04   0.608526E-01    0.348202E-04
   2127.9739    0.334578E-01  0.190936E-04   0.590802E-01    0.298211E-04
   2142.7241    0.337118E-01  0.204383E-04   0.573595E-01    0.255601E-04
   2157.5765    0.338932E-01  0.216825E-04   0.561829E-01    0.237323E-04
   2172.5319    0.340768E-01  0.230118E-04   0.550224E-01    0.220238E-04
   2187.5910    0.342628E-01  0.244328E-04   0.538782E-01    0.204278E-04
   2202.7544    0.344510E-01  0.259522E-04   0.527500E-01    0.189376E-04
   2218.0230    0.346416E-01  0.275777E-04   0.516379E-01    0.175469E-04
   2233.3973    0.348346E-01  0.293174E-04   0.505418E-01    0.162497E-04
   2248.8783    0.346611E-01  0.307608E-04   0.497499E-01    0.157725E-04
   2264.4665    0.344105E-01  0.321943E-04   0.490250E-01    0.154599E-04
   2280.1628    0.341601E-01  0.337053E-04   0.483057E-01    0.151513E-04
   2295.9679    0.339098E-01  0.352985E-04   0.475921E-01    0.148469E-04
   2311.8826    0.336596E-01  0.369787E-04   0.468841E-01    0.145464E-04
   2327.9076    0.334096E-01  0.387515E-04   0.461820E-01    0.142501E-04
   2344.0436    0.318080E-01  0.402590E-04   0.454406E-01    0.142927E-04
   2360.2915    0.295442E-01  0.416167E-04   0.446802E-01    0.145361E-04
   2376.6520    0.274275E-01  0.430301E-04   0.439274E-01    0.147853E-04
   2393.1260    0.254493E-01  0.445018E-04   0.431821E-01    0.150406E-04
   2409.7141    0.236015E-01  0.460345E-04   0.424445E-01    0.153022E-04
   2426.4172    0.218765E-01  0.476312E-04   0.417146E-01    0.155701E-04
   2443.2361    0.190744E-01  0.489664E-04   0.411634E-01    0.160194E-04
   2460.1715    0.153575E-01  0.499132E-04   0.408361E-01    0.167215E-04
   2477.2244    0.123463E-01  0.508850E-04   0.405091E-01    0.174596E-04
   2494.3954    0.991055E-02  0.518828E-04   0.401826E-01    0.182356E-04
   2511.6855    0.794321E-02  0.529072E-04   0.398564E-01    0.190519E-04
   2529.0954    0.635664E-02  0.539591E-04   0.395306E-01    0.199108E-04
   2546.6260    0.498657E-02  0.548620E-04   0.392773E-01    0.208662E-04
   2564.2781    0.368406E-02  0.552182E-04   0.392514E-01    0.220458E-04
   2582.0526    0.271606E-02  0.555792E-04   0.392253E-01    0.233011E-04
   2599.9502    0.199818E-02  0.559451E-04   0.391991E-01    0.246372E-04
   2617.9720    0.146692E-02  0.563159E-04   0.391727E-01    0.260601E-04
   2636.1186    0.107460E-02  0.566918E-04   0.391461E-01    0.275759E-04
   2654.3911    0.787516E-03  0.570524E-04   0.391207E-01    0.291863E-04
   2672.7902    0.607808E-03  0.569842E-04   0.391233E-01    0.307917E-04
   2691.3168    0.468267E-03  0.569156E-04   0.391260E-01    0.324975E-04
   2709.9718    0.360111E-03  0.568465E-04   0.391286E-01    0.343106E-04
   2728.7562    0.276432E-03  0.567771E-04   0.391313E-01    0.362385E-04
   2747.6707    0.211808E-03  0.567073E-04   0.391340E-01    0.382892E-04
   2766.7164    0.161993E-03  0.566371E-04   0.391368E-01    0.404715E-04
   2785.8941    0.144073E-03  0.566108E-04   0.390379E-01    0.424067E-04
   2805.2047    0.131549E-03  0.565922E-04   0.389206E-01    0.443770E-04
   2824.6492    0.120038E-03  0.565734E-04   0.388028E-01    0.464535E-04
   2844.2284    0.109465E-03  0.565545E-04   0.386846E-01    0.486425E-04
   2863.9434    0.997595E-04  0.565355E-04   0.385660E-01    0.509510E-04
   2883.7950    0.908559E-04  0.565163E-04   0.384469E-01    0.533862E-04
   2903.7842    0.904125E-04  0.568923E-04   0.379989E-01    0.555063E-04
   2923.9120    0.943275E-04  0.574855E-04   0.373821E-01    0.574797E-04
   2944.1793    0.984410E-04  0.580891E-04   0.367711E-01    0.595376E-04
   2964.5871    0.102764E-03  0.587033E-04   0.361660E-01    0.616843E-04
   2985.1363    0.107309E-03  0.593283E-04   0.355668E-01    0.639240E-04
   3005.8280    0.112089E-03  0.599644E-04   0.349734E-01    0.662615E-04
   3026.6631    0.119554E-03  0.612047E-04   0.337281E-01    0.682305E-04
   3047.6426    0.130723E-03  0.632044E-04   0.317833E-01    0.697017E-04
   3068.7676    0.143024E-03  0.652840E-04   0.299383E-01    0.712152E-04
   3090.0389    0.156580E-03  0.674471E-04   0.281887E-01    0.727724E-04
   3111.4578    0.171528E-03  0.696977E-04   0.265303E-01    0.743748E-04
   3133.0250    0.188023E-03  0.720397E-04   0.249589E-01    0.760240E-04
   3154.7418    0.207477E-03  0.751284E-04   0.230076E-01    0.773620E-04
   3176.6091    0.232997E-03  0.803111E-04   0.200432E-01    0.777147E-04
   3198.6280    0.261866E-03  0.858910E-04   0.174440E-01    0.780715E-04
   3220.7995    0.294551E-03  0.919013E-04   0.151673E-01    0.784325E-04
   3243.1247    0.331585E-03  0.983784E-04   0.131750E-01    0.787976E-04
   3265.6046    0.373582E-03  0.105362E-03   0.114332E-01    0.791669E-04
   3288.2404    0.421665E-03  0.113099E-03   0.986883E-02    0.794931E-04
   3311.0331    0.482900E-03  0.124543E-03   0.801364E-02    0.791674E-04
   3333.9837    0.553547E-03  0.137237E-03   0.649780E-02    0.788408E-04
   3357.0934    0.635130E-03  0.151327E-03   0.526105E-02    0.785133E-04
   3380.3634    0.729432E-03  0.166975E-03   0.425346E-02    0.781850E-04
   3403.7946    0.838540E-03  0.184368E-03   0.343378E-02    0.778557E-04
   3427.3882    0.964900E-03  0.203713E-03   0.276795E-02    0.775256E-04
   3451.1454    0.111392E-02  0.227842E-03   0.222655E-02    0.774783E-04
   3475.0672    0.128767E-02  0.255458E-03   0.178818E-02    0.774725E-04
   3499.1549    0.149002E-02  0.286647E-03   0.143394E-02    0.774667E-04
   3523.4095    0.172591E-02  0.321902E-03   0.114812E-02    0.774608E-04
   3547.8323    0.200118E-02  0.361784E-03   0.917849E-03    0.774549E-04
   3572.4243    0.232274E-02  0.406935E-03   0.732627E-03    0.774489E-04
   3597.1868    0.268666E-02  0.459729E-03   0.614338E-03    0.782726E-04
   3622.1210    0.310405E-02  0.520699E-03   0.527216E-03    0.795159E-04
   3647.2280    0.358986E-02  0.590265E-03   0.451971E-03    0.807879E-04
   3672.5090    0.415591E-02  0.669706E-03   0.387051E-03    0.820892E-04
   3697.9652    0.481609E-02  0.760504E-03   0.331100E-03    0.834207E-04
   3723.5979    0.558685E-02  0.864375E-03   0.282931E-03    0.847833E-04
   3749.4083    0.645349E-02  0.982907E-03   0.255750E-03    0.873272E-04
   3775.3976    0.741959E-02  0.111820E-02   0.245780E-03    0.912636E-04
   3801.5670    0.853857E-02  0.127326E-02   0.236133E-03    0.954065E-04
   3827.9178    0.983588E-02  0.145113E-02   0.226802E-03    0.997683E-04
   3854.4513    0.113414E-01  0.165534E-02   0.217779E-03    0.104362E-03
   3881.1687    0.130903E-01  0.189001E-02   0.209056E-03    0.109201E-03
   3908.0713    0.150632E-01  0.215654E-02   0.204911E-03    0.115141E-03
   3935.1603    0.171762E-01  0.245321E-02   0.211743E-03    0.123703E-03
   3962.4372    0.196034E-01  0.279319E-02   0.218854E-03    0.132966E-03
   3989.9031    0.223941E-01  0.318315E-02   0.226255E-03    0.142995E-03
   4017.5594    0.256057E-01  0.363083E-02   0.233960E-03    0.153859E-03
   4045.4073    0.293051E-01  0.414527E-02   0.241984E-03    0.165631E-03
   4073.4484    0.335175E-01  0.473325E-02   0.250989E-03    0.178614E-03
   4101.6837    0.377639E-01  0.536728E-02   0.267295E-03    0.195121E-03
   4130.1148    0.425835E-01  0.609155E-02   0.284784E-03    0.213283E-03
   4158.7430    0.480583E-01  0.691961E-02   0.303551E-03    0.233281E-03
   4187.5696    0.542823E-01  0.786719E-02   0.323697E-03    0.255311E-03
   4216.5960    0.613642E-01  0.895249E-02   0.345335E-03    0.279597E-03
   4245.8237    0.694291E-01  0.101966E-01   0.368584E-03    0.306386E-03
   4275.2539    0.769271E-01  0.115113E-01   0.398361E-03    0.337268E-03
   4304.8881    0.850767E-01  0.129914E-01   0.431391E-03    0.371681E-03
   4334.7277    0.941552E-01  0.146741E-01   0.467416E-03    0.409882E-03
   4364.7742    0.104276E+00  0.165888E-01   0.506732E-03    0.452314E-03
   4395.0289    0.115566E+00  0.187692E-01   0.549663E-03    0.499481E-03
   4425.4934    0.128170E+00  0.212544E-01   0.596567E-03    0.551946E-03
   4456.1690    0.138944E+00  0.238670E-01   0.651196E-03    0.610110E-03
   4487.0572    0.149187E+00  0.267151E-01   0.712846E-03    0.674761E-03
   4518.1595    0.160265E+00  0.299265E-01   0.780822E-03    0.746783E-03
   4549.4775    0.172251E+00  0.335503E-01   0.855820E-03    0.827075E-03
   4581.0125    0.185225E+00  0.376427E-01   0.938618E-03    0.916648E-03
   4612.7661    0.199277E+00  0.422680E-01   0.103009E-02    0.101665E-02
   4644.7398    0.210348E+00  0.471028E-01   0.113268E-02    0.112664E-02
   4676.9351    0.217865E+00  0.520963E-01   0.124793E-02    0.124754E-02
   4709.3536    0.225705E+00  0.576593E-01   0.137584E-02    0.138239E-02
   4741.9968    0.233884E+00  0.638613E-01   0.151788E-02    0.153291E-02
   4774.8663    0.242420E+00  0.707805E-01   0.167572E-02    0.170103E-02
   4807.9636    0.251330E+00  0.785054E-01   0.185124E-02    0.188895E-02
   4841.2903    0.258598E+00  0.865470E-01   0.204586E-02    0.209626E-02
   4874.8481    0.261481E+00  0.940326E-01   0.226074E-02    0.232077E-02
   4908.6384    0.264416E+00  0.102224E+00   0.249993E-02    0.257114E-02
   4942.6630    0.267406E+00  0.111194E+00   0.276635E-02    0.285054E-02
   4976.9234    0.270450E+00  0.121022E+00   0.306331E-02    0.316257E-02
   5011.4213    0.273550E+00  0.131795E+00   0.339455E-02    0.351128E-02
   5046.1583    0.276436E+00  0.143156E+00   0.376268E-02    0.389888E-02
   5081.1361    0.277219E+00  0.151731E+00   0.415973E-02    0.431165E-02
   5116.3563    0.278009E+00  0.160884E+00   0.460188E-02    0.477145E-02
   5151.8207    0.278808E+00  0.170659E+00   0.509459E-02    0.528398E-02
   5187.5309    0.279614E+00  0.181102E+00   0.564404E-02    0.585572E-02
   5223.4886    0.280428E+00  0.192264E+00   0.625718E-02    0.649393E-02
   5259.6956    0.281250E+00  0.204197E+00   0.694189E-02    0.720688E-02
   5296.1535    0.281488E+00  0.211216E+00   0.766852E-02    0.795833E-02
   5332.8642    0.281674E+00  0.217998E+00   0.847323E-02    0.878965E-02
   5369.8293    0.281862E+00  0.225048E+00   0.936886E-02    0.971451E-02
   5407.0506    0.282052E+00  0.232377E+00   0.103664E-01    0.107441E-01
   5444.5299    0.282243E+00  0.239998E+00   0.114781E-01    0.118912E-01
   5482.2691    0.282435E+00  0.247925E+00   0.127181E-01    0.131699E-01
   5520.2698    0.282534E+00  0.252480E+00   0.140359E-01    0.145217E-01
   5558.5339    0.282597E+00  0.255716E+00   0.154726E-01    0.159914E-01
   5597.0633    0.282661E+00  0.259016E+00   0.170679E-01    0.176216E-01
   5635.8597    0.282725E+00  0.262382E+00   0.188405E-01    0.194311E-01
   5674.9250    0.282790E+00  0.265815E+00   0.208115E-01    0.214409E-01
   5714.2612    0.282855E+00  0.269318E+00   0.230045E-01    0.236747E-01
   5753.8700    0.282859E+00  0.271609E+00   0.253459E-01    0.260472E-01
   5793.7533    0.282807E+00  0.272773E+00   0.278449E-01    0.285657E-01
   5833.9131    0.282755E+00  0.273951E+00   0.306102E-01    0.313477E-01
   5874.3513    0.282703E+00  0.275141E+00   0.336722E-01    0.344228E-01
   5915.0697    0.282650E+00  0.276346E+00   0.370650E-01    0.378241E-01
   5956.0704    0.282597E+00  0.277563E+00   0.408269E-01    0.415887E-01
   5997.3554    0.282557E+00  0.278511E+00   0.448666E-01    0.456116E-01
   6038.9264    0.282546E+00  0.278892E+00   0.490409E-01    0.497319E-01
   6080.7857    0.282534E+00  0.279276E+00   0.536366E-01    0.542568E-01
   6122.9350    0.282522E+00  0.279663E+00   0.586994E-01    0.592292E-01
   6165.3766    0.282510E+00  0.280054E+00   0.642803E-01    0.646967E-01
   6208.1123    0.282498E+00  0.280447E+00   0.704362E-01    0.707120E-01
   6251.1443    0.282482E+00  0.280807E+00   0.771100E-01    0.772090E-01
   6294.4745    0.282441E+00  0.280928E+00   0.836307E-01    0.834839E-01
   6338.1051    0.282400E+00  0.281050E+00   0.907538E-01    0.903176E-01
   6382.0381    0.282358E+00  0.281172E+00   0.985394E-01    0.977640E-01
   6426.2756    0.282316E+00  0.281296E+00   0.107054E+00    0.105882E+00
   6470.8198    0.282273E+00  0.281420E+00   0.116371E+00    0.114739E+00
   6515.6727    0.282230E+00  0.281546E+00   0.126572E+00    0.124405E+00
   6560.8365    0.282161E+00  0.281589E+00   0.135776E+00    0.133038E+00
   6606.3134    0.282090E+00  0.281627E+00   0.145586E+00    0.142207E+00
   6652.1055    0.282018E+00  0.281666E+00   0.156181E+00    0.152079E+00
   6698.2151    0.281946E+00  0.281705E+00   0.167628E+00    0.162711E+00
   6744.6442    0.281873E+00  0.281744E+00   0.180002E+00    0.174168E+00
   6791.3952    0.281800E+00  0.281783E+00   0.193385E+00    0.186520E+00
   6838.4702    0.281719E+00  0.281806E+00   0.204869E+00    0.197085E+00
   6885.8715    0.281635E+00  0.281824E+00   0.216041E+00    0.207336E+00
   6933.6014    0.281551E+00  0.281841E+00   0.227905E+00    0.218197E+00
   6981.6621    0.281466E+00  0.281859E+00   0.240510E+00    0.229707E+00
   7030.0560    0.281380E+00  0.281877E+00   0.253906E+00    0.241911E+00
   7078.7853    0.281294E+00  0.281895E+00   0.268150E+00    0.254855E+00
   7127.8524    0.281187E+00  0.281903E+00   0.279974E+00    0.265649E+00
   7177.2596    0.281064E+00  0.281903E+00   0.289576E+00    0.274480E+00
   7227.0092    0.280939E+00  0.281903E+00   0.299578E+00    0.283669E+00
   7277.1037    0.280814E+00  0.281903E+00   0.309998E+00    0.293233E+00
   7327.5455    0.280688E+00  0.281903E+00   0.320857E+00    0.303189E+00
   7378.3369    0.280561E+00  0.281903E+00   0.332176E+00    0.313556E+00
   7429.4803    0.280421E+00  0.281903E+00   0.341705E+00    0.322379E+00
   7480.9783    0.280257E+00  0.281903E+00   0.347337E+00    0.327829E+00
   7532.8332    0.280092E+00  0.281903E+00   0.353102E+00    0.333409E+00
   7585.0475    0.279925E+00  0.281903E+00   0.359003E+00    0.339124E+00
   7637.6238    0.279758E+00  0.281903E+00   0.365045E+00    0.344978E+00
   7690.5645    0.279590E+00  0.281903E+00   0.371232E+00    0.350974E+00
   7743.8722    0.279417E+00  0.281903E+00   0.376834E+00    0.356478E+00
   7797.5493    0.279223E+00  0.281903E+00   0.378614E+00    0.358659E+00
   7851.5986    0.279028E+00  0.281903E+00   0.380415E+00    0.360869E+00
   7906.0225    0.278831E+00  0.281903E+00   0.382236E+00    0.363108E+00
   7960.8236    0.278634E+00  0.281903E+00   0.384080E+00    0.365377E+00
   8016.0046    0.278435E+00  0.281903E+00   0.385944E+00    0.367675E+00
   8071.5681    0.278235E+00  0.281903E+00   0.387831E+00    0.370005E+00
   8127.5167    0.277983E+00  0.281903E+00   0.387396E+00    0.370253E+00
   8183.8532    0.277728E+00  0.281903E+00   0.386867E+00    0.370421E+00
